modelo,R2_OOS,RMSE,MAE,Bias
M5_BoxCox_ciclo_amortecido,0.872053486307758,29.47317493547617,23.268378147841247,-0.5111464029570465
M3_tendencia_local_H1,0.8557392020366195,31.29585771064811,24.055526452287076,-1.840157567906679
M6_tendencia_mais_ciclo_usual,0.8005438899750139,36.799029559393844,28.480619726124377,0.11882333420224582
