modelo,n,media_residuo,dp_residuo,RMSE,MAE,Ljung_Box_lag_11_pvalue,Jarque_Bera_pvalue,maior_abs_residuo
M5_BoxCox_ciclo_amortecido,33,0.44948761100126366,21.370842426933887,21.049350586606273,16.809751422866288,0.28986094821422737,0.032493296271252144,67.75347232153105
M3_tendencia_local_H1,33,-0.48648527656993795,22.7714329591973,22.42903362594164,17.49860971680278,0.27573184031717973,0.17575283706749797,66.3371599358811
M6_tendencia_mais_ciclo_usual,33,1.1053235191026325,26.590628017567905,26.20795933374777,20.653492302732868,0.062396169319983076,0.13709907677727493,82.19643474183269
