modelo,R2_OOS,RMSE,MAE,Bias
M1_nivel_local_H1,-0.16180041691145042,120.40499224955643,95.70292955494085,0.16797545283932416
M3_tendencia_local_H1,-0.28404254911892535,126.5809753219865,97.99781437444294,2.305223455447359
M2_nivel_local_HN,-0.6214882464941596,142.24454897954124,111.73957499824648,2.38753295981806
M5_custom_BoxCox_sazonal_mensal,-0.6520917271411104,143.58061470336287,108.95349816636103,16.247120784434472
M4_tendencia_local_HN,-0.715562646181404,146.3126987089228,111.79345643379907,1.649648760661601
M6_tendencia_mais_sazonal_mensal,-0.7401079778877397,147.35566243988524,113.02414023049278,1.9409128843479262
