modelo,n,media_residuo,dp_residuo,RMSE,MAE,Ljung_Box_lag_11_pvalue,Jarque_Bera_pvalue,maior_abs_residuo
M5_custom_BoxCox_ciclo_amortecido,33,0.02651521283292247,24.747367358020668,24.369537192205414,18.632794805093937,0.36999599021162843,0.7419685455259206,63.83610022826434
M1_nivel_local_H1,33,-0.6303960995293885,26.105305898294965,25.714456521451645,19.63112390500867,0.2636184095605587,0.7255742882640472,71.0365528630553
M2_nivel_local_HN,33,-0.6303960995293885,26.105305898294965,25.714456521451645,19.63112390500867,0.2636184095605587,0.7255742882640472,71.0365528630553
M3_tendencia_local_H1,33,-1.3041308122078112,26.172115240659284,25.805491959657182,19.706913732714153,0.26222822781048616,0.6928910058390407,72.31339862546707
M4_tendencia_local_HN,33,-1.3041308122078112,26.172115240659284,25.805491959657182,19.706913732714153,0.26222822781048616,0.6928910058390407,72.31339862546707
M6_conformidade_tendencia_mais_ciclo_usual,33,-1.6643769623482065,31.115594730694795,30.685690331230244,22.86187036558902,0.007561704980094336,0.9626287795387736,70.09221840907361
